Word,Frequency
激光导航技术,1
电压监测,1
硬件设计,1
充电策略,1
智慧讯息平台,1
不良事件,1
过程管控,1
移动技术,1
LC理论,1
管理建设,1
混合云平台,1
云儿科医联体平台,1
医生智能培训系统,1
医学科研数据平台,1
儿科医疗资源,1
集成超越,1
创新发展,1
医疗建设,1
EPCO商业模式,1
环亚集团,1
人事档案管理,1
数据信息,1
财务风险预警,1
耗材,1
供应链,1
SPD,1
智能自动化导航小车,1
建设意义,1
政策工具,1
图书馆管理,1
自助借还,1
固定资产盘点,1
智慧空间,1
FM,1
维护管理,1
应急指挥,1
能源智能化,1
互联网＋时代,1
公立医院智慧后勤,1
建设与发展实践,1
医疗与卫生,1
医疗云,1
多维度服务,1
5G+智慧,1
平安医院,1
公安心向党,1
护航新征程,1
智慧平安医院管理服务平台,1
警医联动,1
预警防范,1
设计与实现,1
公立医院合并,1
信息系统融合,1
多卡合一,1
后勤综合管理平台,1
综合管理中心,1
智慧监狱,1
实践与思考,1
智能楼宇对讲解决方案,1
可视对讲系统,1
数字化医疗信息管理,1
低压电气系统解决方案,1
智慧校园,1
智能配电技术,1
一体化管理模式,1
科研转化,1
健康医院,1
All-in-One,1
人工智能医生,1
刷脸就医,1
智能问诊,1
智能应急指挥,1
智能仓储,1
智能配送,1
智能影像诊断,1
学科发展,1
人才竞争力,1
可视化管理,1
物流配送,1
医院信息管理HIS,1
床边结账,1
自助结账,1
移动结账,1
评级,1
医疗AI,1
资源使用效率,1
数据开源,1
监督学习,1
复合型人才培养,1
会计,1
社会经济,1
智慧化财务系统,1
PDCA分析法,1
集团化,1
便民利民,1
长三角一体化,1
区域医疗融合,1
麻醉科,1
手术室信息系统,1
可视化物联网,1
固定资产管控,1
医疗卫生体系建设,1
全科医学,1
中医传承,1
智慧赋能,1
物资管理,1
财务对账,1
影响,1
业务融合,1
心电图,1
智能医护,1
财务管控,1
资产报废,1
轻资产,1
门诊预约挂号,1
医生端移动查房,1
电气火灾,1
配电箱,1
自动灭火装置,1
结核病诊断,1
放射医生,1
胸部X线检查,1
医疗数据安全,1
新愿景,1
求是,1
美好,1
幸福,1
惠民政策,1
医院门诊结算报表,1
医院内部控制,1
经济增长极,1
数据集成平台,1
智能报表系统,1
商业智能报表工具,1
技术架构设计,1
云平台技术,1
网络安全系统,1
互联网业务系统,1
物联网系统,1
内网系统,1
现代化建设,1
科技化,1
运维安全,1
科研档案,1
服务型,1
党组织,1
物联感知,1
物联网云化,1
医疗服务模式变革,1
动环,1
智能电源分配单元,1
医疗混合云,1
输血信息系统,1
密码应用,1
多元化,1
超融合架构技术,1
档案数字化,1
数据隐私,1
政府政策,1
医疗安全管理,1
东华医为,1
IT系统快速上线,1
新冠肺炎数据查询,1
健康乐新型肺炎服务平台,1
互联网医院生态系统,1
国家全民健康保障信息平台,1
智慧健康大脑,1
iMedical Cloud云生态系统,1
智慧健康生态平台,1
数据处理,1
大数据云平台,1
伤口造口护理,1
社区医疗,1
护理管理创新,1
病房建设,1
护理业务,1
管理现状,1
管理方法,1
数据中心机房,1
设计与规划,1
机房建设,1
供配电系统,1
防雷接地系统,1
精密空调系统,1
新排风系统,1
环境监控系统,1
KVM系统,1
发展眼光,1
科技,1
宜居,1
民众幸福,1
信息社会,1
雄安宣武医院,1
京津冀协同发展,1
三级甲等医院,1
医疗健康保障,1
医疗综合体,1
智能建造技术,1
既有医疗场所,1
技术热点,1
国标图集,1
设计模式,1
IOT协同运营平台,1
医养大健康,1
养老企业联盟,1
智慧医养服务,1
标准化工作,1
科技赋能,1
行业合作,1
养老地产,1
智慧物业,1
数字化网络,1
口腔诊疗,1
医疗卫生服务体系规划,1
乡镇卫生院建设,1
国产医疗设备遴选,1
医疗卫生机构信息公开,1
政府和社会资本合作模式,1
行政许可事项公开,1
养老中心建设,1
区域医疗中心建设,1
中医药健康服务规划,1
社会办医,1
医院与养老院合作,1
医疗中心建设,1
中医药发展,1
微针胶囊,1
颅内压测量设备,1
仿生镜片,1
智慧升级,1
数字化时代,1
医疗新基建,1
医疗挑战,1
医疗机遇,1
IBM集成平台,1
商业智能分析系统,1
医疗决策支持,1
墨仓式打印机,1
无线打印技术,1
远程心电会诊系统,1
智能产品,1
健康管理数据,1
医疗资源分配,1
信创,1
中台,1
手术麻醉,1
文献计量分析,1
投入产出,1
供应保障,1
三维视频融合,1
措施,1
现代科技,1
危机管理,1
应用探索,1
全场景智能医院,1
输血安全,1
输血管理,1
稀有血型,1
输血反应,1
床旁血库系统,1
输血技术规范,1
输血医学实验室质量管理,1
临床用血管理,1
输血安全警示卡,1
输血科,1
网络平台设计,1
智慧医院网络安全,1
可视化呈现,1
RPA机器人,1
门诊就诊,1
智慧服务分级评估标准体系,1
真实世界数据,1
智慧互联,1
统计分析,1
跨省异地就医,1
医保外联信息系统,1
内生安全,1
外生安全,1
等保测评,1
高值耗材,1
二级库,1
手术室,1
区域智慧医疗,1
家庭自助健康监控,1
优化流程,1
儿童专科,1
门诊就医流程优化,1
健康苏州,1
科教强院,1
医疗卫生服务能力,1
精准化门诊就医平台,1
健康教育新模式,1
全预约管理,1
精细化分时段预约,1
储血设备,1
换道超车,1
医疗IT人才,1
医疗服务效率,1
医疗事故风险,1
医院管理水平,1
医疗信息化发展,1
电子档案管理,1
人员素质,1
医用气体工程,1
医用传呼对讲系统,1
技术更新换代,1
信息共享平台,1
数字化审计技术,1
安全风险,1
信息化运维,1
运维闭环,1
个人信息保护,1
医药卫生信息化,1
医疗保障体系,1
医疗卫生信息标准化,1
健康智能设备,1
精准医学,1
个性化医疗,1
医疗云平台,1
医学信息学基础理论,1
公民健康素养,1
医学智库,1
医药卫生数据分析,1
医学信息组织,1
医学信息利用,1
医学图书馆,1
医学信息教育,1
医学信息素养,1
医疗健康教育培训,1
健康科普知识,1
能源设备管理,1
节能寻优控制,1
VR虚拟现实技术,1
安全预警,1
能源利用效率,1
政策影响,1
医疗健康服务,1
财会监督,1
救援,1
临床需求,1
公共卫生体系,1
医护工作环境,1
挑战,1
精密空调控制系统,1
机房节能,1
绿色节能,1
智慧医院建设参考架构,1
智慧医院建设方法,1
智慧医院技术架构,1
智慧医院基本特征,1
智慧医院构成元素,1
智慧医院建设需求评估,1
智慧医院集成交付,1
智慧医院竣工验收,1
智慧医院安全保障体系,1
智慧医院生命支撑体系,1
智慧医院信息化IT系统,1
智慧医院物联网,1
智慧医院智能化技术,1
智慧医院互联网应用,1
智慧医院技术导航研讨会,1
智慧医院辅助设计,1
智慧医院自动化,1
智慧医院智能化,1
智慧医院中间件应用集成平台,1
财务信息系统,1
医院数据中心,1
康复医疗信息化,1
康复医疗工作发展,1
康复医疗信息化建设,1
网络安全等级保护制度,1
信息化支撑作用,1
医院信息标准化建设,1
智能医疗设备,1
智能辅助诊疗系统,1
药品追溯制度,1
处方信息,1
药品零售消费信息,1
财务人员素质,1
无线传感技术,1
嵌入式技术,1
药品智慧化管理,1
远程医疗智能化,1
公众号,1
患者流管理,1
医院品牌,1
智慧医院研究院,1
智慧医疗平台,1
智能手术分级管理系统,1
VTE智能防治系统平台,1
5G智能超声诊断云系统,1
智慧检验系统,1
门诊管理驾驶舱,1
SPD全链接4+N高值耗材管理模式,1
绿色技术,1
门诊无纸化,1
研究设计,1
应收账款分级分类风险评估,1
财务信息,1
公共卫生资源,1
医疗数据通道,1
线上线下资源整合,1
医疗服务能级提升,1
自助机具,1
数字鸿沟,1
医疗收费电子票据,1
国家电子医保凭证,1
医疗付费一件事,1
病区管理,1
健康信息共享平台,1
桡骨远端骨折,1
斜T型锁定加压钢板内固定,1
腕关节功能,1
掌倾角,1
尺偏角,1
骨折愈合时间,1
术后恢复,1
并发症,1
生物力学,1
手术入路,1
国有资产,1
有效措施,1
政策推动,1
健康中国2030,1
医务人员服务,1
智慧绩效管理,1
平衡计分卡,1
降本控费,1
智能决策,1
高品质医院,1
高质量供给,1
医疗卫生服务,1
医疗设备资产,1
概念框架,1
TOA,1
TOC,1
物联网AP,1
E-WLAP800,1
移动门诊输液系统,1
婴儿防盗系统,1
医院银行账户,1
智慧城市运营,1
互联网+医疗服务,1
医学保障,1
医工保障模式,1
医院采购管理,1
综合保障模式,1
高效快捷精准化保障,1
杭州市,1
市属医院,1
调查分析,1
结算模式,1
临床会诊中心,1
双向转诊,1
信息化时代,1
财务人才队伍建设,1
风险防范机制,1
安全防护措施,1
维修管理,1
全流程管理,1
医药动态,1
皮下注射技术,1
西安杨森戈利木单抗注射液,1
全人源抗肿瘤坏死因子单克隆抗体,1
巴雷特食管症,1
食管癌风险,1
戒烟,1
新生儿胆道闭锁,1
智慧传输,1
临床检验,1
区域医疗信息协同平台,1
扁平化管理,1
孤岛效应,1
档案开发利用,1
微信生态,1
档案服务功能,1
医疗共同体,1
档案智慧社区,1
信息系统维护,1
硬件设施检查,1
软件系统安全,1
人为因素防范,1
安全维护机制,1
三融合,1
医院智慧平台,1
远程医疗协同,1
后勤运营,1
档案,1
区域医疗模式,1
合肥市,1
价格管理,1
资源使用效能,1
分级授权,1
不相容岗位相分离,1
运营风险,1
审计管理,1
战略目标,1
临床神经科学,1
数据赋能,1
全成本管理,1
医学文化,1
医学转化,1
疑难重症救治,1
健康素养提升,1
高效诊疗,1
AI模型,1
一卡通整体解决方案,1
访客二维码,1
反向寻车导航系统,1
手机门禁系统,1
智能卡一卡一密方法,1
叙事医学,1
医学人文,1
临床诊疗,1
医学伦理,1
医学实践,1
医学发展,1
装配式,1
医院项目,1
人员信息采集系统,1
图像处理,1
远程看诊,1
自动报警系统,1
临床决策系统,1
区域卫生系统,1
家庭健康系统,1
医院预约挂号系统,1
Web Service,1
高职教育,1
学校-医院交互式教学模式,1
5G智慧病房,1
智能化医学模拟系统,1
内科护理学,1
实践教学,1
运营信息化建设,1
北京地区,1
现况分析,1
数字名城,1
智慧西安,1
智慧管廊,1
新型智慧城市,1
智能建筑行业,1
综合布线,1
智慧会议系统,1
楼控系统,1
网络设计解决方案,1
乳腺纤维瘤,1
围手术期,1
整体护理,1
数据标准,1
医疗变革,1
智慧医疗体系,1
智慧生态圈,1
医疗数据融合应用,1
肿瘤专科医院,1
馆员专业背景分析,1
创新馆员人才培养,1
药学监护,1
精准化医疗,1
Rh血型抗原,1
不规则抗体,1
抗体鉴定,1
输血,1
医疗供应链金融,1
银行,1
医学工程,1
作用,1
智能终端,1
医疗信息互联互通,1
CDSS,1
临床知识库,1
审计日志,1
安全策略,1
网络化建设,1
云计算服务,1
临床实践,1
系统体系化设计,1
医疗信息数据,1
医疗信息系统技术,1
动态业务需求,1
静态业务需求,1
临床诊疗环境,1
数字化业务中台,1
数字化数据中台,1
数字化技术中台,1
新医改,1
现状分析,1
云影像信息系统,1
架构,1
应用策略,1
建筑设备监控系统,1
建筑能耗计量子系统,1
手术室洁净空调自动控制系统,1
医疗专用弱电系统,1
临床创新,1
精准化,1
肺癌早筛,1
智能可穿戴设备,1
手术机器人,1
复合手术室,1
产学研医融合,1
云门诊,1
医疗管理变革,1
医疗资源利用率,1
医疗协同效率,1
视频问诊,1
远程教育,1
远程医疗信息服务,1
远程医学服务,1
医疗+互联网,1
就医新格局,1
患者精细化管理,1
智慧运营管理,1
医药物流仓储监管,1
医疗监护,1
银医直连,1
智慧后勤运送平台,1
临床满意度,1
运送服务,1
医院运送,1
运送效率,1
运送安全,1
运送监管,1
运送数据统计,1
医疗导引系统,1
流动人口,1
公共服务均等化,1
城市认同感,1
社会融入,1
控制体系,1
二级医院,1
综合性医院,1
持续改进,1
省级妇儿医院,1
影像科,1
RIS系统,1
数据化,1
人员定位,1
超宽带,1
智能监护,1
UWB技术,1
智慧制造,1
智慧物联,1
医疗物联网系统,1
智能陪护,1
临床信息交互,1
智能物联监测,1
智慧护理管理,1
智能床旁交互,1
后勤能源信息化管理,1
智慧能源管理平台,1
双碳,1
智慧一体化平台,1
能源物联网,1
能耗,1
能效,1
安全用电,1
全面领导,1
长效机制,1
会计创新思维,1
十二指肠淤滞症,1
X线造影,1
CT血管成像,1
超声诊断,1
肠系膜上动脉血管造影,1
诊断方法,1
治疗,1
医学大数据,1
实践路径,1
运送机器人,1
移动式救援医院,1
应急医学,1
聚类算法,1
郑州市中心医院,1
实现路径,1
医院智慧病房,1
装修改造,1
医疗质量提升,1
医疗环境改善,1
电视互动系统,1
IPTV,1
应急保障能力,1
基建装备价值,1
国有资产保值增值,1
智慧后勤运维服务,1
外包服务监管,1
营养膳食服务,1
物资供应管理,1
医疗业务信息系统,1
患者隐私保护,1
老龄化社会服务,1
财务运营管理,1
半监督联邦学习,1
数据流通,1
访问控制技术,1
金融行业,1
工控安全,1
船舶制造,1
世界一流,1
智慧型现代化医院,1
临床科研实力,1
人工智能应用,1
医疗设备研发,1
肝癌诊治,1
心血管疾病治疗,1
阿尔茨海默病研究,1
内镜技术,1
机器人辅助手术,1
肝移植技术,1
智慧医疗生态圈,1
国家区域医疗中心,1
安全防范系统,1
工业5.0,1
互联网云技术,1
紧急报警系统,1
智能化预警,1
医警联动,1
智慧管理平台,1
医院社会化服务,1
绩效KPI考核,1
频谱,1
医院门诊智能化,1
自助多功能一体机,1
医技检查预约,1
住院床位协调中心,1
PDCA,1
ISO20000,1
科教管理,1
苏州科技城医院,1
诊后管理,1
复诊,1
随访,1
处方外延,1
医疗流程再造,1
5G 医疗专网,1
编排,1
重构,1
后勤一体化服务平台,1
保丽云,1
管理决策,1
专业人才,1
管理机制,1
报销路径,1
控制系统,1
数字化信息技术,1
医疗服务模式创新,1
语音电子病历,1
人工智能影像医学,1
智慧急救,1
绩效指标,1
关键绩效指标,1
劳动生产率,1
满意率,1
员工流失率,1
绩效指标设计,1
互联网+BIM,1
医疗信息完整化,1
医疗业务流程,1
无源光局域网,1
F5G,1
OLT,1
ODN,1
ONU,1
执行力,1
智慧实验室,1
执行力文化,1
医院发展经验,1
中国电信,1
5G试验,1
5G创新,1
5G商用,1
5G基站,1
智能语音识别技术,1
医疗领域,1
医疗文书录入,1
疾病辅助诊断,1
医疗设备交互,1
导诊服务,1
诊后随访,1
智能语音,1
出院随访,1
二次供水,1
医院后勤信息化,1
后勤物资,1
物资供应链,1
构想,1
智慧报销系统,1
精益化管理,1
报销效率,1
报销流程,1
内控风险,1
QL医院,1
住院业务流程,1
设备状态评估,1
维保评价,1
医疗集团,1
临床思维,1
信息思维,1
党务档案,1
智慧型管理,1
资源协同化,1
分析处理智能化,1
党务档案管理人员的素质,1
存档标准,1
基础配套设施建设,1
党务档案智慧型管理模式,1
党务信息智能检索,1
档案信息安全管理,1
维护平台,1
医疗费用控制,1
健康水平,1
健康,1
门诊结算报表,1
智能交互,1
早期预警系统,1
早期评估,1
一键呼叫,1
产品架构,1
主导产业选择,1
AHP层次法,1
昭通,1
工业化初期,1
烟草,1
矿产资源开采加工,1
电力热力生产和供应,1
原煤开采加工,1
食品加工业,1
有色金属矿采,1
农副产品,1
中草药,1
土豆,1
魔芋,1
花椒,1
水果种植,1
核桃板栗产品,1
非银行网络支付业务,1
就诊提醒,1
结果查询,1
财务风险防控,1
无线移动诊疗技术,1
智能健康管理平台,1
施工工程项目,1
清收清欠,1
职责分配,1
考核机制,1
缴费模式,1
财务对账途径,1
监管,1
LoRa,1
中继器,1
微控制器,1
智慧管理模式,1
城乡共享,1
智慧财务管理体系,1
财务管理效率,1
财务信息安全,1
自助取药机,1
医院安防,1
医患矛盾,1
智能安防技术,1
AIOT技术,1
图像识别,1
安全技术防范系统,1
专科能力,1
内涵式发展,1
能效分析,1
科技改变医疗,1
超算中心,1
Data Services,1
财务工作,1
策略探索,1
人工智能+档案,1
智慧服务体系,1
智慧口腔,1
5G专网,1
大设备管理,1
小型医疗设备,1
智能联网传输系统,1
医疗设备信息化管理,1
数字化智慧医院,1
统一存储,1
创新管理,1
机遇和挑战,1
沃森肿瘤,1
医疗革命,1
医疗信息指挥中心,1
智慧护理中心,1
医疗运营系统,1
线上医疗质控,1
数字化超声诊断,1
移动X射线诊断,1
云架构,1
医疗IT解决方案,1
医院院长年会,1
中医医院建设,1
建筑管理,1
空间设计,1
手术排程,1
运筹学,1
工会信息,1
经验交流,1
医院工会创新,1
线上活动,1
工会业务,1
福利发放,1
宣传教育,1
健康促进,1
互动化,1
积分体系,1
职工参与,1
工会干部培训,1
活动交流,1
福利模块,1
宣传教育模块,1
健康模块,1
激励机制,1
职工互动,1
疫情应对,1
职工健康习惯,1
应急救援体系,1
医疗管理科学,1
科研经费管理,1
分级评价,1
内控体系构建,1
内控制度实施,1
内控监督体系,1
网络服务,1
绿色智慧建筑,1
智能配电室,1
零碳园区,1
智慧生活,1
数字化创新,1
医院空间管理,1
HBase查询,1
人工窗口,1
信息,1
线上复诊,1
智能化综合平台,1
工作任务,1
华三通信,1
IT建设,1
健康龙江建设,1
分级诊疗制度,1
尘肺病防治,1
献血者权益,1
中医药产业发展,1
乡村振兴战略,1
看病不求人,1
卫生监督改革,1
代建制,1
集成化设计,1
耗材全流程追溯,1
安防企业,1
作业成本法,1
应用路径,1
集成管理,1
网络设计,1
智能数据平台,1
护理工作效率,1
不良事件发生率,1
中医药管理,1
药品分级,1
药品监管,1
药品生产,1
管理效果,1
药品采购,1
药品存储,1
西药房管理,1
内控,1
数智赋能,1
智慧纪检平台,1
纪检监察,1
廉政建设,1
监管效率,1
牙拔除术,1
围手术期管理,1
全流程推送,1
轻量级,1
医院机电工程,1
价值创造,1
SPD 智慧供应链,1
医院物流管理,1
管理架构,1
移动式设备,1
中国科技大学附属第一医院,1
医院形象与传播,1
最佳医院管理团队,1
五星级管理,1
群星璀璨奖,1
医院党委书记,1
医院科研,1
医疗扶贫,1
援边援外,1
绩效分配,1
DRGs评价体系,1
消息中心,1
多渠道,1
推送策略,1
增量降费,1
平疫结合,1
智慧决策,1
Spark平台,1
CART回归预测,1
医疗智慧化,1
互联共享,1
数字孪生医院,1
实时监测,1
信息时代,1
医院综合档案室,1
数字化档案管理,1
问卷调查,1
智慧型医院图书馆,1
服务理念,1
服务方式,1
数字化医院图书馆,1
移动服务平台,1
自助服务平台,1
图书管理员,1
数字产业集群,1
实体经济,1
工业互联网,1
水平分级,1
支气管哮喘,1
药物治疗,1
护理干预,1
报账系统,1
互动电视,1
杭州,1
云HIS,1
结算付费,1
最多跑一次,1
人文关怀,1
生态建筑,1
先进技术,1
资源优化,1
实践探索,1
智慧传染病医院,1
新发传染病,1
智慧联动防控,1
医院网络信息,1
防范机制,1
智慧医院系统,1
医疗数据保护,1
门诊药房,1
大型公立医院,1
整合预算,1
诊疗模式,1
科研云平台,1
混合云,1
医疗影像云,1
移动护士站,1
硬件,1
医院安全防范,1
复工复产,1
数字档案馆,1
OCR技术,1
全文著录,1
医疗病历档案管理,1
病历档案智慧服务体系,1
数据整合,1
共享平台,1
互联网+医疗档案管理,1
智慧编研,1
云端化资料收集,1
智能化档案成果传播,1
医疗档案信息智慧服务平台,1
App服务平台,1
优化服务,1
多元化就诊结算方式,1
工作任务重新布局,1
收费窗口设置,1
员工培训,1
和谐,1
信息化建设现状,1
信息化建设思路,1
紧密型医联体,1
基本公卫项目,1
计划生育特殊家庭扶助,1
健康安徽2030,1
医疗卫生人才队伍建设,1
医疗卫生全行业综合监管,1
健康脱贫,1
中医药,1
生育服务制度改革,1
健康产业,1
健康传播,1
蓝卡网APP,1
公益性,1
床边信息化应用系统,1
医疗数字化技术,1
娱乐中心,1
智慧运维管理系统,1
新型信息技术,1
数据库,1
隐私加密,1
物流机器人,1
医疗专网,1
战略定位,1
新形势,1
预算绩效管理,1
现代会计,1
农村智慧医院,1
新型农村合作医疗,1
后勤管理平台,1
费用管控,1
伦理挑战,1
责任认定,1
伦理规范,1
监管体系,1
人工智能技术研发,1
临床应用,1
教育精准扶贫,1
控辍保学,1
贫困家庭学生资助,1
义务教育入学率,1
教育投入,1
预约诊疗服务,1
结算管理,1
肿瘤浸润淋巴细胞疗法,1
智慧医疗服务系统,1
生物技术,1
医疗服务机器人,1
人工智能医疗,1
在线复诊,1
药品快递,1
分时就诊,1
人工智能导诊,1
5G智慧急救车,1
医防融合,1
结算,1
退费,1
财政专项资金,1
智慧监控,1
预警系统,1
人工智能(AI),1
院长驾驶舱,1
智慧财务报销管理,1
实践报销管理新模式,1
区域健康医疗联合体,1
THIS系统,1
智慧健联体,1
健康医疗服务体系,1
运维系统,1
协同管理平台,1
医养融合,1
党建工作,1
党员管理,1
科学化,1
安全生产标准化,1
功能布局科学化,1
管控智能一体化,1
医院后勤迭代,1
设计探讨,1
工业机器人,1
传感器技术,1
机电一体化,1
安全系统设计,1
财务分析,1
股利政策,1
老年患者,1
医疗APP,1
预约系统,1
住院衔接,1
生态后勤管理,1
综合效益,1
信息化3.0时代,1
学习平台,1
自助开单,1
微信服务号,1
医疗信息安全,1
电子病历共享平台,1
异地就医结算,1
深化医改,1
5G智慧医疗,1
HIWV模型,1
新一代医院数据中心,1
供水管网,1
输液管理,1
限挂令,1
院长管理能力,1
院长激励机制,1
医疗服务乱象,1
十四五,1
信息化路径,1
医院企业化,1
医院规范化,1
私人医生,1
家庭医生,1
区域健康服务体系,1
全员额全成本核算,1
绩效管理模式,1
医院院长职业化,1
大健康服务市场,1
全民健康智慧服务体系,1
迷迭香酸,1
咖啡酸,1
夏枯草消瘤合剂,1
HPLC法,1
含量测定,1
提取条件,1
流动相,1
图书馆,1
创新服务,1
风险评估,1
流程标准化,1
内控队伍建设,1
内控监督,1
文献计量学,1
医保服务,1
联想智慧医院解决方案,1
移动护理终端PDA,1
云服务IT基础架构,1
协同创新,1
智慧医疗研究院,1
医疗方针,1
计量分析,1
重难点分析,1
临床科研大数据平台,1
医院建设标准,1
互联网医学,1
技术和服务,1
登记备份,1
医疗业务数据,1
数字化成果,1
智能识别,1
不安全行为,1
监测,1
MＲ,1
故障树,1
贝叶斯,1
运维管理系统,1
信息化智能化设计,1
医疗产业转型升级,1
智慧医疗助力医疗场景优化,1
Watson技术,1
医院业务,1
浪潮网络,1
镇江市第一人民医院,1
IT系统,1
智慧地球,1
医疗服务能力提升,1
手术协同管理,1
系统性管理,1
护理技术,1
护理信息系统,1
护理安全,1
智慧护理数据平台,1
护理数据标准,1
护理文书系统,1
护理管理信息系统,1
数据交换平台,1
数据总线平台,1
护理数据综合展示平台,1
护理数据管理平台,1
智慧护理数据安全保障,1
外部需求,1
内部需求,1
供水管网系统,1
合同管理,1
电子会计档案,1
会计档案管理,1
电子化,1
档案电子化,1
安消一体化,1
信息化平台框架,1
电力系统,1
智慧财务信息化,1
信息化运作,1
BIM数据,1
系统规划,1
自助医疗服务,1
后勤运维,1
运维管家,1
专业化,1
社会化,1
心血管,1
降尿酸药物,1
别嘌醇,1
利尿剂,1
β受体阻滞剂,1
阿司匹林,1
替格瑞洛,1
氯沙坦,1
缬沙坦,1
非诺贝特,1
阿托伐他汀,1
心衰,1
高尿酸血症,1
科研信息管理系统,1
科研成果,1
科研经费,1
科研项目,1
科研绩效,1
OTN技术,1
铁路通信,1
波道分配,1
骨干层通信网,1
医疗设备能效管理系统,1
远程监测,1
胶囊内窥镜,1
弱电间,1
供电系统,1
智慧监管,1
智慧门禁系统,1
5G塔吊,1
防高坠,1
以患者为中心,1
以员工为核心,1
八大体系建设,1
医疗服务技术水平,1
质量建设,1
品牌建设,1
人才建设,1
预防接种,1
星级门诊创建,1
人力资源配置,1
免疫规划,1
就医管理,1
Java,1
后勤系统,1
智慧后勤管理平台,1
移动端综合支付平台,1
价值链,1
无线定位,1
智慧宾馆,1
综合管理平台,1
ZigBee,1
传感网络,1
医院电子陪护证,1
预防与控制,1
医疗陪伴者,1
人员管理,1
全过程管理,1
体系构建,1
预算监督,1
预算组织架构,1
全面预算管理体系,1
移动支出审批控制系统,1
预算管理软件开发,1
一体化预算管理及成本核算平台,1
TVOS,1
B/S构架,1
视频点播,1
EDFA,1
健康人居,1
生态系统,1
车辆引导,1
智能寻车,1
组织架构,1
智能管控,1
医院窗口结算,1
科室管理,1
框架,1
策略与建议,1
抗菌药物管理,1
信息技术应用,1
信息备份,1
智能化培训,1
互联网信息技术,1
财务风险管理,1
财务信息化管理,1
边际效应,1
增量理念,1
虚拟融合,1
智能化财务运作,1
药事服务转型,1
模式转型,1
肺癌,1
诊疗中心,1
方舱医院,1
武汉,1
生命方舟,1
救治,1
评估标准体系,1
智慧财经系统,1
无线传感器网络,1
预约检查,1
呼叫系统,1
经营管理,1
综合智能楼宇,1
光伏发电,1
智慧防控体系,1
身份识别,1
人员资产定位,1
医院建筑设计,1
传输系统,1
建筑空间,1
空间形态,1
智慧型骨科专科医院,1
骨与关节疾病,1
远程健康医疗,1
医院设备,1
监测系统,1
人工智能物联网,1
主成分分析,1
信息工程,1
黑龙江,1
肌无力,1
北漂,1
写书,1
生命从明天开始,1
曼曼心灵热线,1
自动发药机,1
无线射频识别技术,1
血液,1
库存管理,1
专家系统,1
麻醉教学,1
智慧审计,1
战略,1
智慧健康系统,1
结构,1
中美对比,1
医疗健康结合,1
VR远程超声,1
5G导诊机器人,1
5G+AR远程针灸,1
5G智慧医院应用,1
预算管控,1
建设规划,1
数字化转型平台,1
创新就医服务,1
药监局新规,1
受试者保护,1
不合格药品,1
阳光采购,1
药品阳光采购,1
英法药业集团,1
新冠病毒疫苗,1
劳动模范,1
线上模拟比赛,1
互联智慧健康服务院,1
微医流动医院,1
5G救护车,1
药械,1
转型策略,1
医院集团化管理,1
医疗收入,1
智慧管理信息系统,1
权责发生制,1
财务资产,1
业务项目,1
决策信息,1
体检收入,1
财务数据传输,1
会计凭证,1
收支渠道,1
对账逻辑,1
财务状况,1
管理意义,1
运行效率,1
运行成本,1
应用现状,1
发展方向,1
AHP层次分析法,1
模糊综合评价,1
业财管税档一体化,1
智慧报销,1
BIM 信息化模型,1
华山医院,1
既有改造,1
医疗云服务,1
数字化系统,1
互联互通集成平台,1
英特尔技术,1
财务管理策略,1
资产财务管理,1
医疗收入管理,1
智能互联,1
机电系统,1
医院大数据,1
数智立体化体系,1
云影像技术,1
科技抗疫,1
信息支撑,1
非接触式诊疗,1
智慧财务信息系统,1
业务数据,1
管理会计报表,1
传感技术,1
智慧后勤综合管理平台,1
平台构建,1
平台应用,1
性能优化,1
分布式计算,1
脑卒中偏瘫,1
康复依从性,1
自我护理能力,1
横断面研究,1
热量管理,1
生命周期评价,1
铝合金电缆,1
泛珠三角医院管理大会,1
现代医院改革,1
医改新形势,1
医院绩效管理,1
深化医改强基层,1
影像云,1
勤好远程质控系统,1
咨询服务,1
智慧化技术,1
医疗建筑管理,1
患者行为流线,1
医院空间模式,1
智能化服务设备,1
IPv6,1
过渡技术,1
eNSP软件,1
双协议栈,1
IPv6 over IPv4手工隧道,1
医院档案信息化,1
一体化治疗平台,1
医疗场景智能化,1
智慧医疗器械,1
智慧医疗生态,1
信息设施系统,1
建筑设备管理系统,1
网络能力,1
SPD智慧供应链项目,1
入院流程,1
医院科学管理水平,1
医院绩效考核,1
人才智慧,1
IT服务管理,1
绩效管理系统,1
分级医疗,1
第三方合作,1
管理对策,1
放射摄影,1
自动筛查,1
人机融合诊疗,1
后勤智能化,1
创新应用,1
中国移动,1
全域旅游,1
经济发展,1
产业,1
信息系统建设,1
应用框架,1
四算合一,1
智能问答,1
数据保护,1
医药电商,1
自媒体时代,1
互动参与性,1
宣传成本,1
简化就医流程,1
Roma,1
重要性,1
策略,1
约束理论,1
报警系统,1
智慧云导诊,1
就诊停留时间,1
要素说,1
美的LIFE流,1
智慧医疗产业,1
楼宇科技,1
医院-社区-家庭,1
伤口造口患者,1
延续性护理,1
就医成本,1
预约就诊,1
线上缴费,1
志愿者服务,1
护士,1
农村,1
智慧医养结合,1
认知,1
期待,1
大智移云,1
业务中台,1
整合医学,1
肿瘤专科,1
标准化成熟度测评,1
